"id","city","zone","district","name","alias","types","birthday","phone","fax","postalCode","address","mail","homePage","enabled","twd97X","twd97Y","wgs84aX","wgs84aY"
"014774","新北市","板橋分區","土城區","新北市土城區安和國民小學","安和國小","國小,幼兒園,一般,公立","1990-01-01T00:00:00","02-22603451#104","02-22629672","236","新北市土城區延和路23號","a133@mail.anhoes.ntpc.edu.tw","https://www.anhoes.ntpc.edu.tw","true","296918.91","2764618.22","121.46477400","24.98880700"
"011XMI","新北市","板橋分區","土城區","新北市私立全球幼兒園","全球幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014775","新北市","三鶯分區","樹林區","新北市樹林區彭福國民小學","彭福國小","國小,幼兒園,一般,公立","1989-01-01T00:00:00","02-86866589#777","02-86865471","238","新北市樹林區忠孝街30號","","http://www.pfps.ntpc.edu.tw","true","292748.57","2763842.91","121.42344000","24.98193000"
"011XMJ","新北市","板橋分區","土城區","新北市私立延吉幼兒園","延吉幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014776","新北市","三鶯分區","樹林區","新北市樹林區育林國民小學","育林國小","國小,幼兒園,一般,公立","1990-01-01T00:00:00","02-26832112#168","02-26832111","238","23871新北市樹林區復興路395號","mayhane2004@gmail.com","http://www.yles.ntpc.edu.tw/","true","291962.74","2764265.36","121.41566900","24.98576600"
"011XMK","新北市","板橋分區","土城區","新北市私立京揚幼兒園","京揚幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014777","新北市","三鶯分區","鶯歌區","新北市鶯歌區建國國民小學","建國國小","國小,幼兒園,一般,公立","1989-01-01T00:00:00","02-26709228#135","02-26703644","23942","23942新北市鶯歌區育英街2號","chingju888@yahoo.com.tw","https://www.ckps.ntpc.edu.tw","true","284996.64","2760834.13","121.34657900","24.95496500"
"014778","新北市","三鶯分區","三峽區","新北市三峽區安溪國民小學","安溪國小","一般,國小,公立","1989-08-01T00:00:00","02-26731488#237","02-26734655","237","新北市三峽區中華路42號","fallchu0130@gmail.com","http://www.ases.ntpc.edu.tw","true","287593.01","2758211.06","121.37222000","24.93122100"
"011XMM","新北市","板橋分區","土城區","新北市私立北極星幼兒園","北極星幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014779","新北市","七星分區","汐止區","新北市汐止區樟樹國民小學","樟樹國小","國小,幼兒園,一般,公立","1989-01-01T00:00:00","02-26421407","02-26484926","221","新北市汐止區樟樹一路141巷2號","tctes@mail.tctes.ntpc.edu.tw","https://www.tctes.ntpc.edu.tw","true","314737.85","2773299.99","121.64168700","25.06652800"
"011XMN","新北市","板橋分區","土城區","新北市私立怡寶幼兒園","怡寶幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014780","新北市","七星分區","金山區","新北市金山區金美國民小學","金美國小","國小,幼兒園,偏遠,公立","1989-01-01T00:00:00","02-24986503#9","02-24983818","208","新北市金山區金美里忠孝一路111號","t014780@ntpc.edu.tw","http://www.gmes.ntpc.edu.tw","true","314030.36","2790411.93","121.63547400","25.22103900"
"011XMP","新北市","板橋分區","土城區","新北市私立河馬幼兒園","河馬幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014781","新北市","文山分區","新店區","新北市新店區新和國民小學","新和國小","國小,幼兒園,一般,公立","2018-09-07T00:00:00","02-29400170#807","02-29479890","231","新北市新店區安和路三段100號","davidsun@hhps.ntpc.edu.tw","http://www.hhps.ntpc.edu.tw","true","302311.86","2764173.47","121.51817800","24.98461500"
"011XMS","新北市","板橋分區","土城區","新北市私立肯恩幼兒園","肯恩幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014782","新北市","淡水分區","淡水區","新北市淡水區鄧公國民小學","鄧公國小","國小,幼兒園,一般,公立","1989-01-01T00:00:00","02-26297121#110","02-26297126","25143","新北市淡水區學府路99號","dkes@ntpc.edu.tw","http://www.dkes.ntpc.edu.tw","true","295288.84","2784828.19","121.44929200","25.17131200"
"011YFG","新北市","新莊分區","泰山區","新北市私立比佛利幼兒園","比佛利幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011X9A","新北市","板橋分區","板橋區","新北市私立愛唯兒幼兒園","愛唯兒幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YFH","新北市","板橋分區","板橋區","新北市私立寶貝媽咪資優幼兒園","寶貝媽咪資優幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014783","新北市","淡水分區","淡水區","新北市淡水區新興國民小學","新興國小","國小,幼兒園,一般,公立","1990-01-01T00:00:00","02-26203646#835","02-26294443","251","新北市淡水區新興街123號","sses@ms2.shes.ntpc.edu.tw","https://www.shes.ntpc.edu.tw","true","294351.81","2785752.4","121.44002700","25.17968400"
"011YFI","新北市","三鶯分區","三峽區","新北市私立瑪莉亞蒙特梭利幼兒園","瑪莉亞蒙特梭利幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014784","新北市","三重分區","三重區","新北市三重區重陽國民小學","重陽國小","國小,幼兒園,一般,公立","1989-01-01T00:00:00","02-29826272","02-29877403","241","新北市三重區中正北路113號","cypsmis@gmail.com","http://www.cyps.ntpc.edu.tw","true","298880.06","2773209.41","121.48450500","25.06630600"
"011YFJ","新北市","三重分區","三重區","新北市私立重新幼兒園","重新幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014785","新北市","三重分區","三重區","新北市三重區五華國民小學","五華國小","國小,幼兒園,一般,公立","1989-01-01T00:00:00","02-28578087","02-28576591","241","新北市三重區集賢路89號","mis@whes.ntpc.edu.tw","http://www.whes.ntpc.edu.tw","true","299774.16","2775473.05","121.49344900","25.08671300"
"011YFK","新北市","淡水分區","三芝區","新北市私立幼親國際幼兒園","幼親國際幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014786","新北市","三重分區","蘆洲區","新北市蘆洲區成功國民小學","成功國小","國小,幼兒園,一般,公立","1987-01-01T00:00:00","02-22858998#845","02-28475326","247","新北市蘆洲區長安街311號","a1179@ntpc.edu.tw","http://www.tces.ntpc.edu.tw","true","296144.08","2775344.97","121.45745800","25.08567200"
"014787","新北市","三重分區","蘆洲區","新北市蘆洲區仁愛國民小學","仁愛國小","國小,幼兒園,一般,公立","1989-06-07T00:00:00","02-22838815","02-22891274","247","新北市蘆洲區民族路488號","mis@jaes.ntpc.edu.tw","https://www.jaes.ntpc.edu.tw/","true","297507.13","2775990.1","121.47099300","25.09145400"
"011YFL","新北市","新莊分區","新莊區","新北市私立傑安幼兒園","傑安幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014788","新北市","新莊分區","新莊區","新北市新莊區榮富國民小學","榮富國小","國小,幼兒園,一般,公立","1988-01-01T00:00:00","02-22769020#846","02-29964254","24248","新北市新莊區中平里7鄰中和街193號","t299@mail.lfes.ntpc.edu.tw","https://www.lfes.ntpc.edu.tw/","true","295141.87","2771548.95","121.44739800","25.05143200"
"011YFM","新北市","三重分區","三重區","新北市私立艾力克幼兒園","艾力克幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014789","新北市","新莊分區","新莊區","新北市新莊區裕民國民小學","裕民國小","國小,幼兒園,一般,公立","1989-01-01T00:00:00","02-29062407#12","02-29061689","242","新北市新莊區裕民街123號","ymes001@ymes.ntpc.edu.tw","http://www.ymes.ntpc.edu.tw","true","292185.83","2768263.47","121.41800100","25.02185600"
"011YFN","新北市","新莊分區","新莊區","新北市私立奇異鳥幼兒園","奇異鳥幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014790","新北市","新莊分區","新莊區","新北市新莊區新泰國民小學","新泰國小","國小,幼兒園,一般,公立","1989-08-01T00:00:00","02-29971005","02-29914564","242","新北市新莊區公園一路91號","mis@stps.ntpc.edu.tw","http://www.stps.ntpc.edu.tw","true","294782.39","2770042.27","121.44378600","25.03784000"
"014791","新北市","新莊分區","新莊區","新北市新莊區中信國民小學","中信國小","國小,幼兒園,一般,公立","1990-01-01T00:00:00","02-85211131#409","02-85223706","242","新北市新莊區中信街168號","ches.mis@gmail.com","https://www.ches.ntpc.edu.tw/","true","295199.88","2772085.56","121.44799000","25.05627500"
"011X9B","新北市","新莊分區","新莊區","新北市私立昌平幼兒園","昌平幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YFO","新北市","板橋分區","板橋區","新北市私立吉的堡南雅幼兒園","吉的堡南雅幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YFQ","新北市","三鶯分區","樹林區","新北市私立北大心世紀幼兒園","北大心世紀幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YFR","新北市","板橋分區","板橋區","新北市私立天愛幼兒園","天愛幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XMT","新北市","板橋分區","土城區","新北市私立金城幼兒園","金城幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YFS","新北市","雙和分區","永和區","新北市私立育圃幼兒園","育圃幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XMW","新北市","板橋分區","土城區","新北市私立常春藤幼兒園","常春藤幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YFT","新北市","新莊分區","林口區","新北市私立智盛幼兒園","智盛幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XN1","新北市","板橋分區","土城區","新北市私立裕民幼兒園","裕民幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YFU","新北市","三鶯分區","三峽區","新北市私立東橙幼兒園","東橙幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XN3","新北市","板橋分區","土城區","新北市私立高登幼兒園","高登幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YFV","新北市","雙和分區","永和區","新北市私立彩虹鳥蒙特梭利幼兒園","彩虹鳥蒙特梭利幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XN4","新北市","板橋分區","土城區","新北市私立名亮幼兒園","名亮幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YFW","新北市","新莊分區","新莊區","新北市私立勁寶兒晨星園幼兒園","勁寶兒晨星園幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XN5","新北市","板橋分區","土城區","新北市私立裕德藝術幼兒園","裕德藝術幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YFX","新北市","雙和分區","永和區","新北市私立親親幼兒園","親親幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YFY","新北市","新莊分區","五股區","新北市私立菲米力幼兒園","菲米力幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XN6","新北市","板橋分區","土城區","新北市私立嘉府幼兒園","嘉府幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YFZ","新北市","三鶯分區","三峽區","新北市私立童話村幼兒園","童話村幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XN9","新北市","板橋分區","土城區","新北市私立茁壯園幼兒園","茁壯園幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YG0","新北市","淡水分區","淡水區","新北市私立萬甲田幼兒園","萬甲田幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XNA","新北市","板橋分區","土城區","新北市私立新惠星幼兒園","新惠星幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YG1","新北市","文山分區","新店區","新北市私立小綠芽幼兒園","小綠芽幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XNC","新北市","板橋分區","土城區","新北市私立凱樂幼兒園","凱樂幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YG2","新北市","板橋分區","土城區","新北市私立文藻幼兒園","文藻幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XND","新北市","板橋分區","土城區","新北市私立維多莉爾幼兒園","維多莉爾幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YG3","新北市","雙和分區","中和區","新北市私立民德義泉幼兒園","民德義泉幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YG4","新北市","新莊分區","泰山區","新北市私立比陽幼兒園","比陽幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XNE","新北市","板橋分區","土城區","新北市私立維多莉爾南天母幼兒園","維多莉爾南天母幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YG5","新北市","七星分區","汐止區","新北市私立維格爾幼兒園","維格爾幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XNF","新北市","板橋分區","土城區","新北市私立華德幼兒園","華德幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YG6","新北市","三鶯分區","樹林區","新北市私立奇異鳥米蘭幼兒園","奇異鳥米蘭幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XNG","新北市","板橋分區","土城區","新北市私立廣福幼兒園","廣福幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YG7","新北市","板橋分區","板橋區","新北市私立悅欣幼兒園","悅欣幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XNI","新北市","板橋分區","土城區","新北市私立樹德幼兒園","樹德幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YG8","新北市","淡水分區","淡水區","新北市私立卓越幼兒園","卓越幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XNL","新北市","三重分區","蘆洲區","新北市私立榕榕園幼兒園","榕榕園幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YGA","新北市","雙和分區","永和區","新北市私立詠慈幼兒園","詠慈幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YGB","新北市","新莊分區","五股區","新北市私立小百科幼兒園","小百科幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XNN","新北市","三重分區","蘆洲區","新北市私立凱文幼兒園","凱文幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YGC","新北市","板橋分區","板橋區","新北市私立禮仁幼兒園","禮仁幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XNR","新北市","三重分區","蘆洲區","新北市私立博聖幼兒園","博聖幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YGD","新北市","三重分區","三重區","新北市私立三和幼兒園","三和幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XNS","新北市","三重分區","蘆洲區","新北市私立美敦幼兒園","美敦幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YGE","新北市","新莊分區","林口區","新北市私立愛林城堡幼兒園","愛林城堡幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XNT","新北市","三重分區","蘆洲區","新北市私立民族幼兒園","民族幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YGF","新北市","新莊分區","新莊區","新北市私立勵輝國際幼兒園","勵輝國際幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YGG","新北市","雙和分區","永和區","新北市私立快樂瑪麗安葳森幼兒園","快樂瑪麗安葳森幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XNU","新北市","三重分區","蘆洲區","新北市私立快樂園幼兒園","快樂園幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011Z03","新北市","七星分區","汐止區","新北市私立新豐幼兒園","私立新豐幼兒園","幼兒園,一般,私立","2048-12-12T00:00:00","(02)26485110","","221","新北市汐止區新昌路18號","","","true","316793.82","2773407.11","121.66207000","25.06740500"
"011XNV","新北市","三重分區","蘆洲區","新北市私立今人園幼兒園","今人園幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011Z04","新北市","七星分區","汐止區","私立立強幼兒園","私立立強幼兒園","幼兒園,一般,私立","2048-12-12T00:00:00","(02)26955050","","221","新北市汐止區民族三街56號","","","true","313459.89","2773643.05","121.62903600","25.06967900"
"011XNW","新北市","三重分區","蘆洲區","新北市私立幸運草幼兒園","幸運草幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011Z06","新北市","七星分區","汐止區","私立書樂幼兒園","私立書樂幼兒園","幼兒園,一般,私立","2048-12-12T00:00:00","02-26957325","02-26927806","221","新北市汐止區康寧街619號","sula_hind@livemail.tw","","true","314203.11","2773856.61","121.63641300","25.07157600"
"011XO0","新北市","三重分區","蘆洲區","新北市私立全國幼兒園","全國幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011Z08","新北市","七星分區","汐止區","新北市汐止區農會附設新北市私立汐農幼兒園","私立汐農幼兒園","幼兒園,一般,私立","2048-12-12T00:00:00","(02)26478899","","221","新北市汐止區長江街39巷26號","","","true","316110.18","2773948.49","121.65532000","25.07232300"
"011XO2","新北市","三重分區","蘆洲區","新北市私立新冠鈞幼兒園","新冠鈞幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011Z11","新北市","七星分區","汐止區","私立超群幼兒園","私立超群幼兒園","幼兒園,一般,私立","2048-12-12T00:00:00","(02)26405923","","221","新北市汐止區民權街二段81巷3.5號","","","true","312524.99","2771218.34","121.61965900","25.04782800"
"011XO3","新北市","三重分區","蘆洲區","新北市私立中華兒童幼兒園","中華兒童幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011Z15","新北市","淡水分區","淡水區","財團法人新北市私立一信幼兒園","私立一信幼兒園","幼兒園,一般,私立","2048-12-12T00:00:00","(02)28055681","","251","新北市淡水區中正路1段63巷9號","","","true","292621.9","2785465.81","121.42285500","25.17714600"
"011Z16","新北市","淡水分區","淡水區","私立國花幼兒園","私立國花幼兒園","幼兒園,一般,私立","1981-01-01T00:00:00","02-26225339","02-26224144","251","新北市淡水區新生街51巷31弄5號","kuohwa1982@yahoo.com.tw","","true","294409.07","2785373.85","121.44058200","25.17626400"
"011XO4","新北市","三重分區","蘆洲區","新北市私立邦妮幼兒園","邦妮幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011Z17","新北市","淡水分區","淡水區","新北市純德幼兒園","私立純德幼兒園","幼兒園,一般,私立","2048-12-12T00:00:00","(02)26212805","","251","新北市淡水區真理街26號","","","true","293930.46","2785238.83","121.43583000","25.17505900"
"011XO5","新北市","三重分區","蘆洲區","新北市私立環愛幼兒園","環愛幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011Z22","新北市","板橋分區","土城區","新北市私立立仁幼兒園","私立立仁幼兒園","幼兒園,一般,私立","2048-12-12T00:00:00","(02)22613248","","236","新北市土城區樂利街5號","","","true","295267.66","2764312.4","121.44840700","24.98609600"
"011XO6","新北市","三重分區","蘆洲區","新北市私立向詮幼兒園","向詮幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011Z24","新北市","板橋分區","土城區","私立慈園幼兒園","私立慈園幼兒園","幼兒園,一般,私立","2014-01-01T00:00:00","02-22623133","02-22739049","236","新北市土城區學府路一段270巷4號","ivyschooltw@gmail.com","","true","295513.8","2764135.88","121.45084000","24.98449500"
"011XO7","新北市","三重分區","蘆洲區","新北市私立快樂佳園幼兒園","快樂佳園幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011Z29","新北市","七星分區","金山區","財團法人天主教聖母聖心會附設新北市私立天仁幼兒園","私立天仁幼兒園","幼兒園,一般,私立","2048-12-12T00:00:00","(02)24982423","","208","新北市金山區中正路25號","","","true","314073.65","2790506.31","121.63590800","25.22188900"
"011Z30","新北市","淡水分區","三芝區","財團法人天主教光仁文教基金會附設新北市私立三芝幼兒園","私立三芝幼兒園","幼兒園,一般,私立","2048-12-12T00:00:00","2樓","","252","新北市三芝區長安街59號1","","","true","300451.87","2794302.05","121.50086100","25.25667600"
"011XO9","新北市","三重分區","蘆洲區","新北市私立文德幼兒園","文德幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011Z33","新北市","雙和分區","永和區","育才學校財團法人新北市私立育才國民小學附設幼兒園","私立育才國小附幼","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XOA","新北市","三重分區","蘆洲區","新北市私立來得幼兒園","來得幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011Z35","新北市","三重分區","蘆洲區","新北市私立蘆洲來來幼兒園","私立來來幼兒園","幼兒園,一般,私立","2048-12-12T00:00:00","(02)22859282","","247","新北市蘆洲區民權路156號","","","true","297648.01","2775829.42","121.47238400","25.08999900"
